id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1340146172854353920,anconeus,India,"With a lamp I walk through narrow crevices of joints (Arthroscopy surgeon)

#Trauma #Arthroscopy #Arthroplasty #Spine  #medtwitter #orthotwitter #flute",2015-07-25 01:38:36,1533,1634,9799,False,2020-12-19 04:05:20,"I have seen many vaccine videos so far...

But haven't seen anyone aspirating before injecting...

Isn't there a sm… https://t.co/sg7Qvr5kcx",,Twitter for Android,3,8,False
1340144689069109248,"Harlori K. Bains, M.D.","Grand Rapids, MI",Pediatric Neuroimmunologist at Helen DeVos Children’s Hospital. Wife//Sister//Daughter//Aunt. Dog-mom. Proud Spartan. Sikh-American. All views here are my own.,2017-10-05 05:31:19,194,155,710,False,2020-12-19 03:59:27,13 hours post #COVID #vaccine: just a little arm soreness and tenderness around the injection site. Comparable so f… https://t.co/0WEUdf5Y7F,"['COVID', 'vaccine']",Twitter for iPhone,0,4,False
1340133069873766400,"Sophie Parks, MD","Long Beach, CA","Current IM PGY-3 @UCIrvineHealth | Aspiring Pathologist #PathMatch21
Pizza foldin’ New Yorker transplanted to sunny SoCal",2020-04-23 23:26:18,22,66,253,False,2020-12-19 03:13:16,Feeling hopeful for the first time in 10 months and SO immensely grateful to those who have been working to make th… https://t.co/3kahHbOW4a,,Twitter for iPhone,0,3,False
1340130263263678466,Hussain Maqbool Ahmed,"Edmonton, Alberta, CAN",Nurse_Educator_Researcher_Ethicist,2013-04-01 07:06:59,257,459,7786,False,2020-12-19 03:02:07,"Inequity at it's new low 👇

#CovidVaccine #PfizerBioNTech #Covid19 #HealthcareWorkers #healthequity https://t.co/LwMVPIddxU","['CovidVaccine', 'PfizerBioNTech', 'Covid19', 'HealthcareWorkers', 'healthequity']",Twitter for Android,0,1,False
1340129733820870657,SSF,"Washington, D.C.",The Security and Sustainability Forum convenes panels of global science experts and decision-makers to address impacts of climate disruptions on public welfare,2010-03-08 16:07:11,4288,4997,13956,False,2020-12-19 03:00:01,"States report confusion as #government reduces #vaccine shipments, while #Pfizer says it has ‘millions’ of unclaime… https://t.co/SGHSqkyROm","['government', 'vaccine', 'Pfizer']",TweetDeck,0,1,False
1340129728229871617,Vishwas Gaitonde,,"A man of the quill & of the pill / Of pens & syringes, say what you will / Writes fiction & essays & medical tomes / I wonder if one day he'll also write poems",2012-09-30 20:00:54,1162,239,4514,False,2020-12-19 03:00:00,The US #FDA has approved two #coronavirus vaccines: #PfizerBioNTech &amp; #Moderna. Over 200 #vaccines are being develo… https://t.co/6lboJqT9mn,"['FDA', 'coronavirus', 'PfizerBioNTech', 'Moderna', 'vaccines']",Twitter Web App,0,0,False
1340123978061385728,(((LG7 )))🇺🇸 No one is free until all are free,,"I wear my sunglasses at night. Writer/paralegal/mental health admin, former journalist/ESL teacher/comm. organizer. Forever saved by grace.",2012-01-21 04:08:40,1615,1819,147258,False,2020-12-19 02:37:09,"So, Trump spent $12.4 Billion on #OperationWarpSpeed to speed #vaccine development and distribution.

After all the… https://t.co/zdvBE4VSEu","['OperationWarpSpeed', 'vaccine']",Twitter for iPhone,0,1,False
1340119287361626117,Queen Sagi 🏹,United States,Twentyfine & opinionated. ❄️December Baby❄️ Full Moon Baby 🌕,2014-01-25 04:08:39,55,128,3133,False,2020-12-19 02:18:30,I been through hell and back. Give me that damn vaccine. #PfizerBioNTech,['PfizerBioNTech'],Twitter for iPhone,0,0,False
1340113414253924356,"𝐇𝐢𝐬𝐡𝐚𝐦 𝐁𝐚𝐡𝐦𝐚𝐝, 𝐌𝐃, 𝐌𝐒𝐜, 𝐌𝐁𝐀꜀","Miami Beach, FL",Pathology @MountSinaiMiami @FIU | MD graduate @BeirutArabUni | MSc Neuropsychology @LebaneseUni | Healthcare MBA @wtamu | Postdoc alumnus @AUB_Lebanon,2017-12-01 14:55:16,1910,1238,11265,False,2020-12-19 01:55:10,"24 hours post-vaccination... Haven’t turned into a zombie yet 😅
#Microchip #COVID19 #ConspiracyTheory… https://t.co/ci1qJe2qEy","['Microchip', 'COVID19', 'ConspiracyTheory']",Twitter for iPhone,4,214,False
1340105000756727808,👻Caroline,"Northern California, USA",Tesla is badass ! Living loud. Travel junkie. ER Nurse. Power nap expert. $TSLA long. member of @TeslaOwnersEbay Referral Code https://t.co/jXqIUdD1Lz,2015-09-27 03:59:10,2155,3202,9780,False,2020-12-19 01:21:44,Stay safe everyone ❤️. We’ll get through this. The end is in sight... #Covid19Vaccine # #PfizerCOVIDvaccine… https://t.co/bxizZZEY5T,"['Covid19Vaccine', 'PfizerCOVIDvaccine']",Twitter for iPhone,0,5,False
1340100487425781765,Matthew Smith,,,2010-08-25 08:56:50,46,82,47,False,2020-12-19 01:03:48,Excited to be a part of so many front line workers coming together to help fight back against the pandemic! Big tha… https://t.co/SmbPNKJpo7,,Twitter for iPhone,1,1,False
1340100392424787968,power to the people,,,2017-02-06 21:57:49,106,313,7511,False,2020-12-19 01:03:26,@OWHnews the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited f… https://t.co/TtnYsVYn1U,,Twitter for iPad,0,0,False
1340094306078605314,Dr Shilpa Pai,"Princeton, NJ","mom/wife, pediatrician,child advocate, advocacy director #tweetiatrician",2016-10-23 18:19:16,154,249,605,False,2020-12-19 00:39:14,24 hours post COVID vaccine 💉 and feeling fine! #COVID19Vaccine #PfizerBioNTech #grateful #rwjms https://t.co/t611SV1KsN,"['COVID19Vaccine', 'PfizerBioNTech', 'grateful', 'rwjms']",Twitter for iPhone,0,6,False
1340090004777922561,Ian Bailey,"Vancouver, British Columbia",Vancouver-based Globe & Mail reporter. Retweets do not equal endorsements. Instagram - ianabailey,2009-11-11 19:50:05,13121,5474,5449,True,2020-12-19 00:22:09,"11 new #Covid19 deaths in #BC as the province also Friday announces 624 new cases. 
-1,376 doses of #PfizerBioNTech… https://t.co/Hf4ES0q22W","['Covid19', 'BC', 'PfizerBioNTech']",TweetDeck,0,0,False
1340086262506680320,Tamer Yazar,Turkey-Israel,"Im Market Analyst, also Editor... working (freelance) for some companies that need analysis for their products in Int. Markets 
- Instagram :  tamervisits -",2009-09-17 16:45:16,1301,78,339,False,2020-12-19 00:07:17,"hope created by @BioNTech_Group 
-
Physician Luisa Vera reacts after receiving the #PfizerBioNTech… https://t.co/0CpPDdIJxh",['PfizerBioNTech'],TweetDeck,0,0,False
1340086019220254721,John S. Douvris,,"I am a Christian, son, brother, husband, father, friend, pediatrician, fan of TV, movies, music, @Springsteen, sports, Yankees, Cowboys, WWE. #QuarantineJukebox",2010-02-01 15:50:48,1044,1528,4464,False,2020-12-19 00:06:19,I got my first Covid-19 vaccine today. #Covid19 #Covid19Vaccine #IBelieveScience #RollUpYourSleeve #SaveLives… https://t.co/wVsOicz1tS,"['Covid19', 'Covid19Vaccine', 'IBelieveScience', 'RollUpYourSleeve', 'SaveLives']",Twitter for iPhone,1,6,False
1340084663239340032,Arab News,Saudi Arabia,"Established in 1975, Arab News is the Middle East’s leading English language daily.",2009-08-27 02:15:51,308922,40,30,True,2020-12-19 00:00:55,More than 60 percent of Saudis and expats have shown an interest in taking the #PfizerBioNTech #coronavirus… https://t.co/f187rLrHte,"['PfizerBioNTech', 'coronavirus']",Socialbakers,8,10,False
1340084648697729024,Terry Simpson,"Ventura, CA ","Surgeon, former program director, host of Your Doctor's Orders podcast, author, dad,molecular virologist, writes about healthcare policy, cook for @producergirl",2009-01-26 23:27:45,8378,182,181,False,2020-12-19 00:00:52,the #PfizerBioNTech vaccine against #COVID19 is in - https://t.co/Vztmk0783s,"['PfizerBioNTech', 'COVID19']",Twitter for iPhone,0,16,False
1340082039995985920,Nick Morrison,"Sevenoaks, South East","Journalist working on @AFP's English social media accounts and @EUDataNewsHub. Tweets news, nature. Ex @guardian @independent. All posts/opinions my own etc.",2009-01-16 22:37:36,1966,1731,44982,True,2020-12-18 23:50:30,Fascinating read on the scientist whose work paved the way for the #PfizerBioNTech and #Moderna Covid vaccines https://t.co/ZzWIOiBRbW,"['PfizerBioNTech', 'Moderna']",Twitter for Android,1,0,False
1340081419729645568,The Foreign Desk,,Where #ForeignPolicy & good #Journalism meet. Editor-in-Chief @LisaDaftari,2015-04-28 23:20:16,3128,166,206,False,2020-12-18 23:48:02,The FDA said Thursday it was working with Pfizer to revise a fact sheet for recipients of the #PfizerBioNTech COVID… https://t.co/kLjeFn0d7L,['PfizerBioNTech'],Buffer,0,1,False
1340078004421206016,power to the people,,,2017-02-06 21:57:49,106,313,7511,False,2020-12-18 23:34:28,@senatemajldr the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibi… https://t.co/OkZo1uZQnH,,Twitter for iPad,0,0,False
1340075377960517632,Nik Ewasechko,,PhD Candidate | Microbiology & Infectious Diseases | University of Calgary | He/him,2019-08-29 01:04:07,48,315,983,False,2020-12-18 23:24:02,"Noelle doesn't have a ""how it started"" pic, but this is how it's going. #PfizerBioNTech #COVID19 #vaccine #mRNA https://t.co/LVINfNw8Wv","['PfizerBioNTech', 'COVID19', 'vaccine', 'mRNA']",Twitter Web App,0,5,False
1340071653645164546,Yasmeen Senussi,"Boston, MA",MBBS | RA @BrighamWomens @BWHPath | Pathology & SARS-CoV-2 Research | Aspiring Pathologist AP/CP 🔬🧪👩🏻‍🔬 | She/her,2015-10-09 07:40:25,305,800,2381,False,2020-12-18 23:09:14,"What a surreal moment, I just got the COVID-19 vaccine this morning! I will continue to wear a mask and practice so… https://t.co/IByN8AiLVe",,Twitter for Android,0,2,False
1340069183506313222,Anita Anand,"Oakville, Ontario",MP for #Oakville & Minister of Public Services & Procurement / Députée d’#Oakville et la ministre des Services publics et de l’Approvisionnement | she/her/elle,2012-02-01 13:38:10,8410,2228,10393,True,2020-12-18 22:59:25,As 🇨🇦 gears up to receive additional doses of the #PfizerBioNTech vaccine - with approx. 212K next week - additiona… https://t.co/X55Z6uLZDe,['PfizerBioNTech'],Twitter for iPhone,5,15,False
1340065259059462144,Stanley Q Woodvine,"Vancouver, B.C. Canada",Currently homeless. Formerly not. Used to draw pictures & stuff for a living. Now I collect refundable containers—weird huh? email: sqwabb@gmail.com,2014-01-09 03:34:40,2373,91,16320,False,2020-12-18 22:43:49,"Since #Belgian minister has tweeted costs to #EU of var. #COVID19 vaccines (#PfizerBioNTech = USD$14, #Moderna = $1… https://t.co/riurKTKQfG","['Belgian', 'EU', 'COVID19', 'PfizerBioNTech', 'Moderna']",Twitter Web App,1,4,False
1340051308368289795,David Usharauli,USA,Scientist | Immunologist | Biotech Entrepreneur | Co-Founder | @ https://t.co/YrHAo6sHvd | Microbiota | Tregs | Formerly @sanofipasteur | @VaxDesign | @NIH,2014-12-28 20:33:39,1124,26,5676,False,2020-12-18 21:48:23,"why don't inject it into glute muscle? maybe it safer.

#mRNA #vaccine #PfizerBioNTech","['mRNA', 'vaccine', 'PfizerBioNTech']",TweetDeck,0,4,False
1340048251563745280,Christopher Burke,"Bogotá, Colombia",,2012-07-30 23:23:18,25,10,6,False,2020-12-18 21:36:14,#COVAX #ThePeoplesVaccine #COVID19 #Moderna #SputnikV #PfizerBioNTech #Pfizervaccine #Sinovac #Sinopharm… https://t.co/SkemQRqIa7,"['COVAX', 'ThePeoplesVaccine', 'COVID19', 'Moderna', 'SputnikV', 'PfizerBioNTech', 'Pfizervaccine', 'Sinovac', 'Sinopharm']",Twitter Web App,0,0,False
1340045779793289217,power to the people,,,2017-02-06 21:57:49,106,313,7511,False,2020-12-18 21:26:25,the Pfizer mRNA vaccine is derived from fetal stem cells.  Any of you pro-life hypocrites are prohibited from being… https://t.co/tY6rKv3RqX,,Twitter for iPad,0,0,False
1340045427022962688,"Whitney McCarthy, M.D.","San Antonio, Texas","Wife, cat mother, pathologist, photography enthusiast - TSP Young Pathologists’ Section Chair-Elect; @Trinity_U alumna, T/RT ❌ medical advice (she/her)",2020-06-26 15:55:46,88,270,591,False,2020-12-18 21:25:01,Just booked my COVID vaccination appointment!! #science #PfizerBioNTech https://t.co/GcBDDeoLkb,"['science', 'PfizerBioNTech']",Twitter for iPhone,0,2,False
1340045422434394112,J Robert Gerke,"Florida, USA",Wanderer. Nerd. Educator. Clinician. Roller of polyhedral dice. Destroyer of worlds and tacos.,2018-09-05 16:28:39,10,69,44,False,2020-12-18 21:25:00,"COVID Vaccine part 1 done! 

It took me longer to find the garage I had to park in than to get the vaccine, lol… https://t.co/WNIcjsggxE",,Twitter for Android,0,0,False
1340043772177084416,Rob Krauss,,"Christian. Husband. Father. Medical Physicist. Memphis 901 FC, Michigan football fan",2019-05-11 15:44:29,52,719,1455,False,2020-12-18 21:18:26,It's safe. It's effective. Get it as soon as you're eligible. Do your part. #COVID19Vaccine #CovidVaccine… https://t.co/vFMNJmWTsU,"['COVID19Vaccine', 'CovidVaccine']",Twitter for Android,0,4,False
1340040230984925184,Joel Bissell,Chicago • Athens • Mitten,Multimedia specialist for @mlive in the Mitten state | @OhioU Alumna | Chicago native | Go out and find your edge,2009-06-08 03:20:06,463,551,1051,False,2020-12-18 21:04:22,"This morning #FrontLineHeroes at .@MetroHealthGR received the #PfizerBioNTech #COVID19 #vaccine 

.@MLive story by… https://t.co/9ietOH0n2Z","['FrontLineHeroes', 'PfizerBioNTech', 'COVID19', 'vaccine']",Twitter Web App,0,3,False
1340035396311379971,"Teena Chopra MD,MPH ,FIDSA,FSHEA","Michigan, USA",Hospital Epidemiologist and Infectious diseases physician who is passionate about work and family and loves helping others achieve their goals .,2017-10-06 22:45:36,212,764,1080,False,2020-12-18 20:45:09,Happy tears ! Got my first dose of Pfizer vaccine today. The only reaction it gave was JOY !#CovidVaccine… https://t.co/LMlmFDbxZp,['CovidVaccine'],Twitter for iPhone,0,1,False
1340034542405443584,#SNPWatch,Everywhere,#FreePress #FreeSpeech #AntiSNP #Liberty,2020-10-02 15:39:40,1886,165,22,False,2020-12-18 20:41:46,Thanks to efforts by the United Kingdom to approve and roll-out a vaccine 💉 Scotland is now the most vaccinated pla… https://t.co/EoR22vPGMV,,Twitter for iPhone,0,3,False
1340022005781946376,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,Email:talksavailable@gmail.com,"Hot original songs available/ whtrslugcaviiersong.iam a black female
solo songwriter/singer/#songs for sale and or hire.cheers",2019-09-22 16:45:47,1241,365,12843,False,2020-12-18 19:51:57,@DHSCgovuk @NHSuk @NHSEngland #britain leading  🌎 to  #Pfizer #PfizerBioNTech vaccine #CovidVaccine #COVID19Vaccine… https://t.co/L5axvc2BcD,"['britain', 'Pfizer', 'PfizerBioNTech', 'CovidVaccine', 'COVID19Vaccine']",Twitter for Android,0,0,False
1340019043445714946,Esther Hwang,"Atlanta, GA","Green EMS physician, honey badger & baby glow worm. Every day brings a new adventure and new lesson. Views are my own. she/her",2009-09-23 03:41:58,32,99,102,False,2020-12-18 19:40:10,Help American citizens get more information on the #CovidVaccine after you’ve received your vaccine. Don’t forget t… https://t.co/p2hMffoCfd,['CovidVaccine'],Twitter for iPhone,0,0,False
1340016612255047680,Jacinda Abdul-Mutakabbir (JAM) PharmD MPH AAHIVP,,ID/Crit Care. Detroit Bred.Howard Made. ZPB 💙. Scientist. Assistant Professor @LLUHealth. Past PK/PD fellow @waynestate. Follower of Christ. views=mine.,2019-03-15 17:57:39,1000,922,5480,False,2020-12-18 19:30:31,Dr. JAM gets vaccinated!#PfizerBioNTech #getvaccinated @LLUHealth https://t.co/7VbKESIG7Z,"['PfizerBioNTech', 'getvaccinated']",Twitter for iPhone,1,68,False
1340014622728888320,Alfredo González Alcocer,,"Médico Cirujano, Doctor en Ciencias con Orientación en Morfología, UANL.",2019-12-12 03:22:55,46,359,535,False,2020-12-18 19:22:36,"📚 Referencias:
1. https://t.co/rLLGIkIi40. (2020). Retrieved 15 December 2020, from https://t.co/jWyPTZTHur.

9/🧵… https://t.co/LP6LS5ZVuj",,Twitter Web App,0,0,False
1340014500083236864,Nurse_Rep_Nina,"California, USA","When I'm not busy fighting on the frontlines as a nurse during the pandemic, I'm fighting for basic human rights.",2020-11-11 04:35:33,3,43,104,False,2020-12-18 19:22:07,"Not a fan of VP Mike Pence, but thank you for doing this. The public needs strong leadership on both sides to insti… https://t.co/fkSxraa7vX",,Twitter for Android,0,1,False
1340010086874419206,Tamer Yazar,Turkey-Israel,"Im Market Analyst, also Editor... working (freelance) for some companies that need analysis for their products in Int. Markets 
- Instagram :  tamervisits -",2009-09-17 16:45:16,1301,78,339,False,2020-12-18 19:04:35,my #column on #Monday for a #Turkish newspaper... about #Ankara's last #policy for #China's Coronavac #vaccine !!!… https://t.co/N1nmQrwkVg,"['column', 'Monday', 'Turkish', 'Ankara', 'policy', 'China', 'vaccine']",TweetDeck,0,0,False
1340009883274366978,deborah kalpakoff,,,2012-03-10 01:45:10,4,30,125,False,2020-12-18 19:03:47,@moderna is stepping up &amp; doing the right thing for its placebo recipients... @pfizer is waiting for us to get sick… https://t.co/ksBFNNbLFm,,Twitter for iPhone,0,1,False
1340009156263206923,Brian Arzadon,"Odessa, TX","exercise specialist by day, Personal Nerd by night.",2009-05-20 06:33:01,74,663,3882,False,2020-12-18 19:00:53,Oh this been the best explanation for the vaccine and our immune response #PfizerBioNTech #Moderna https://t.co/4lwGIWBjKM,"['PfizerBioNTech', 'Moderna']",Twitter for iPhone,0,0,False
1340004742672637952,Arooshi Kumar,"New York, NY",Neurology resident @NYUGrossman | #QI chief | brain & cog science @MIT | VC fellow @CastorVentures | future neurovascular fellow | tweets are mine.,2009-04-09 05:08:01,201,298,391,False,2020-12-18 18:43:21,"It’s Shot O’Clock! When it’s your turn, don’t miss your shot 🙏🏽 #IGotTheShot #VaccinesSaveLives #StickItToCOVID… https://t.co/Q0hWdeRuJO","['IGotTheShot', 'VaccinesSaveLives', 'StickItToCOVID']",Twitter for iPhone,1,20,False
1340004197710761984,Adriana Coleska,Washington D.C.,Emergency Medicine Resident. Go Blue 💙💛 Tweets are my own. RTs are not endorsements,2012-01-02 02:16:45,161,159,1641,False,2020-12-18 18:41:11,"Been a long, exhausting, and heartbreaking year but finally there is hope. Yes it’s a new vaccine and yes it was ma… https://t.co/9KVpIQKnUM",,Twitter for iPhone,0,16,False
1340001660773527554,#PunchTheLies🤛,UAE / Manila,Fil-UAE/Continuous Learner/Human Being/Entrepreneur/News/Books/HOPE YOU CHOKE ON YOUR LIES/#BlackLivesMatter #IbalikAngABSCBN #BidenHarris #ProtectVPLeni,2011-05-25 04:24:17,10098,5577,136300,False,2020-12-18 18:31:06,Please read this thread. #COVID19 #PfizerBioNTech #PfizerVaccine #ModernaVaccine https://t.co/pUv3ilnCAG,"['COVID19', 'PfizerBioNTech', 'PfizerVaccine', 'ModernaVaccine']",Twitter for iPad,4,4,False
1340000375697391616,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22 08:31:12,4056,6,3,True,2020-12-18 18:26:00,"Russia’s coronavirus death toll rises to 49,762 @WHO #Russia #coronavirus #PfizerBioNTech #COVID19… https://t.co/GUzrVI5IXp","['Russia', 'coronavirus', 'PfizerBioNTech', 'COVID19']",TweetDeck,2,2,False
1339994918245294085,89.1 Max FM,"Orillia, ON","The Alternative. https://t.co/efM6TRJRp5
Listen now: https://t.co/1oQhIo4JBe
or on the Radioplayer Canada app",2012-01-16 19:35:03,2398,433,113,False,2020-12-18 18:04:19,RVH Amongst 17 Ontario Hospitals Set To Receive Covid-19 Vaccine https://t.co/dNm1LsJDFZ #Covid19 #PfizerBioNTech… https://t.co/FGipYExiLH,"['Covid19', 'PfizerBioNTech']",TweetDeck,0,0,False
1339990007998758918,Arjet Gega,"Connecticut, USA","Infectious Diseases physician, St. Mary’s Hospital, Assistant Professor, Quinnipiac University School of Medicine. Yale ID grad. Husband and father",2012-01-18 23:28:21,187,388,10753,False,2020-12-18 17:44:48,@SandySpringerMD @KizzyPhD I got mine Wednesday. Thank you. #PfizerBioNTech #vaccinated https://t.co/e8GpDKKrDJ,"['PfizerBioNTech', 'vaccinated']",Twitter for iPhone,0,1,False
1339987751048011778,"Nitish Chopra, PhD","Houston, TX","Medical Physics PhD, Resident at MDACC, Imaging AI researcher, Dog Dad",2020-05-30 18:06:46,94,120,357,False,2020-12-18 17:35:50,Got my covid vaccine alongside @radphysicist and @JulieLarkin305. Can report - No microchip or U2 album found so fa… https://t.co/NjhRRpaJAd,,Twitter for iPhone,1,33,False
1339985210558046208,"Rajesh Kuppuraju, D.O. 👨🏾‍⚕️","Pennsylvania, USA","Author 📖
Traveler 🌏
Physician (not ''provider'') 👨🏾‍⚕️
Future Rheumatologist 🦴
Pokémon Master 🎮
#StopScopeCreep

Views expressed are mine alone",2013-04-23 02:03:01,145,83,2129,False,2020-12-18 17:25:44,"Strong work, Science. 5/5 High Honors #IGotTheShot #CovidVaccine #Pfizer #PfizerBioNTech https://t.co/DLwSPKWMAd","['IGotTheShot', 'CovidVaccine', 'Pfizer', 'PfizerBioNTech']",Twitter for Android,0,24,False
1339980489969561604,Tamer Yazar,Turkey-Israel,"Im Market Analyst, also Editor... working (freelance) for some companies that need analysis for their products in Int. Markets 
- Instagram :  tamervisits -",2009-09-17 16:45:16,1301,78,339,False,2020-12-18 17:06:59,"from #COVID19 #vaccination centre in #Chertsey, #England to Providence Alaska Medical Center in Anchorage, #Alaska… https://t.co/4YI6n1USkI","['COVID19', 'vaccination', 'Chertsey', 'England', 'Alaska']",Twitter Web App,0,0,False
1339977964226813953,Fox Valley Patriot News,,Fox Valley WI news agency beholden to truth. Curating and RTing local and national stories. Unowned by MSM thugs. Patriots are taking back the fourth estate!,2020-12-18 15:40:35,25,105,296,False,2020-12-18 16:56:56,@NelsonforWI @thedacare B/c of fear mongering from CCP &amp; Soros agents like you! Care to explain how a vaccine with… https://t.co/wSLoWCO3je,,Twitter for iPhone,0,1,False
1339977830696968195,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,Email:talksavailable@gmail.com,"Hot original songs available/ whtrslugcaviiersong.iam a black female
solo songwriter/singer/#songs for sale and or hire.cheers",2019-09-22 16:45:47,1241,365,12843,False,2020-12-18 16:56:25,@tomhfh #Fakenews? 🇪🇺 #vonderleyen #ursulavonderleyen #EUCommissioner #EUCommission said #eu27 start #CovidVaccine… https://t.co/bqmVKDwgI2,"['Fakenews', 'vonderleyen', 'ursulavonderleyen', 'EUCommissioner', 'EUCommission', 'eu27', 'CovidVaccine']",Twitter for Android,1,0,False
1339977759192453121,India Blooms,India,A news and reference portal on India and a 24X7 news service,2009-10-10 11:19:34,16816,2448,20,False,2020-12-18 16:56:08,"Health Canada, FDA closely watching for any adverse reactions of Pfizer vaccine
https://t.co/2TE9RvW1Cw… https://t.co/rXTXn0Xt1S",,Twitter Web App,0,1,False
1339977182379208706,SXMCanadaTalks,Canada,"Current affairs & talk for Canadians. 
#SiriusXM ch. 167; available across North America.
1-855-958-TALK

https://t.co/MudCVxEK25
https://t.co/m9qFRyS6n6",2013-04-10 22:59:01,6015,7482,11107,True,2020-12-18 16:53:50,#ICYMI: Dr. Mark Poznansky @MassGeneralNews joined @mattgurney on @SXMMornings to discuss the latest on the process… https://t.co/CXPPCWrqjg,['ICYMI'],Twitter Web App,0,2,False
1339976088798281728,Kemi O,"Chicago, IL","Assistant Professor, Dermatologist & Dermatopathologist @UChicagoMed. Alum @MayoClinic and @wakehealth.❤️ dermpath & 🍫 Opinions my own",2020-07-13 02:24:46,40,28,26,False,2020-12-18 16:49:29,Got the Covid vaccine today. 2nd dose is in 3 weeks 💉 #CovidVaccine #PfizerCOVIDvaccine #PfizerBioNTech… https://t.co/a9KuDLLHiM,"['CovidVaccine', 'PfizerCOVIDvaccine', 'PfizerBioNTech']",Twitter for iPhone,0,1,False
1339974516387303430,Ubah Ali,"Rochester, MN",Journalist @KTTCTV/@FOX47Roch | Engaged-Storyteller|Family Oriented| Avocado 🥑Enthusiast| @StCloudState Alumna 🐾|Opinions are my own |📧uali@kttc.com,2014-09-08 15:32:48,1089,203,930,True,2020-12-18 16:43:14,"COVID-19 VACCINE: A historic day for @MayoClinic as six employees received the Pfizer vaccine Friday morning. 

- T… https://t.co/ArFmXxM8Lc",,Twitter for iPhone,0,2,False
1339969712890007553,trade_invest,,#stocks #trade #invest #views my #own. DYOR I do mine! You'll #thank me later. #Outspoken #write what I #think within #reason! #Logic & being #proactive is key!,2020-12-15 14:55:10,1,1,17,False,2020-12-18 16:24:09,"https://t.co/eVytSjreYo $PFE #PfizerBioNTech #Pfizervaccine #stock #price is tanking...it's over, I think the stock is going to crash.","['PfizerBioNTech', 'Pfizervaccine', 'stock', 'price']",Twitter Web App,0,0,False
1339968997975076867,"Randaline Barnett, MD 🧠","Chapel Hill, NC","Neurosurgery Resident,PGY-5😷Dr. Barnett/Mrs. Gonzalez💕Married to a neuroscientist.💍Wakely’s mom. 👶🏻Opinions are mine,not UNC Hospitals.✌🏻She/Her",2009-04-24 03:46:55,1351,1090,4453,False,2020-12-18 16:21:19,"What a historical moment! I did this for my daughter, my husband, my family, my colleagues, my patients, and societ… https://t.co/ldZXOzlzbx",,Twitter for iPhone,4,81,False
1339966249892257792,"Amber Hildreth, DO","Denver, CO",Pediatric Transplant Hepatologist at Presbyterian/St. Luke’s and Rocky Mountain Hospital for Children. @rmhcfamily #savekids #donatelife,2014-07-25 22:37:16,167,463,358,False,2020-12-18 16:10:24,"Today is the day! Feel very lucky to be in the first wave, when it’s your turn PLEASE receive your #CovidVaccine… https://t.co/i91hBzj6xD",['CovidVaccine'],Twitter for iPhone,0,3,False
1339965995763572737,"James Kerridge, DNP, is getting the damn vaccine","Chicago, IL",Doctor of Nursing Practice | Healthcare leader | Public policy novice I Occasional Professor l Sci-fi fan | Avid reader | 🏳️‍🌈🖖🏼#GoGreen,2020-06-18 22:55:01,621,1076,14777,False,2020-12-18 16:09:23,I can’t tell you how happy these images make me. Seeing my ICU and ED nurse managers being vaccinated brings me suc… https://t.co/3DKIlu3nQJ,,Twitter for iPhone,0,9,False
1339964877146886144,Englewood Health,"Englewood, NJ",,2014-09-29 16:39:36,941,516,391,False,2020-12-18 16:04:56,"In a historic event, #EnglewoodHealth has received its first shipment of the #PfizerBioNTech #COVID19 #vaccine, whi… https://t.co/QJ70A4jpCs","['EnglewoodHealth', 'PfizerBioNTech', 'COVID19', 'vaccine']",Falcon Social Media Management ,1,6,False
1339964773543264259,Nurse_Rep_Nina,"California, USA","When I'm not busy fighting on the frontlines as a nurse during the pandemic, I'm fighting for basic human rights.",2020-11-11 04:35:33,3,43,104,False,2020-12-18 16:04:32,Just got vaccinated today and feeling good... #PfizerBioNTech #CovidVaccine #TwoShotsInTheArm https://t.co/jMzgB7BcIW,"['PfizerBioNTech', 'CovidVaccine', 'TwoShotsInTheArm']",Twitter for Android,0,1,False
1339961932498001921,trade_invest,,#stocks #trade #invest #views my #own. DYOR I do mine! You'll #thank me later. #Outspoken #write what I #think within #reason! #Logic & being #proactive is key!,2020-12-15 14:55:10,1,1,17,False,2020-12-18 15:53:14,Does he not know that after the #vaccines life expectancy is 12 months max for the over 70s ! #PfizerBioNTech… https://t.co/2kVkbSWiog,"['vaccines', 'PfizerBioNTech']",Twitter Web App,0,0,False
1339961391193702401,770 CHQR Global News Radio,"Calgary, AB",Calgary’s Breaking News and Conversation Station.,2010-12-01 17:49:25,17025,1032,795,True,2020-12-18 15:51:05,Dr. Deena Hinshaw said that the extra doses would hopefully increase the number of people they could immunize with… https://t.co/hEDfRYSoiy,,SocialFlow,0,0,False
